"PostOfficeName","Pincode","City","District","State"
"Jangamkote","562144","Bangalore","Bangalore","Karnataka"
"Chandpura","562145","Bangalore","Bangalore","Karnataka"
"Dibburahalli","562147","Bangalore","Bangalore","Karnataka"
"Dommasandra","562148","Bangalore","Bangalore","Karnataka"
"Bagal","562149","Bangalore","Bangalore","Karnataka"
"Kanva","562150","Bangalore","Bangalore","Karnataka"
"Chamarajasagar","562151","Bangalore","Bangalore","Karnataka"
"Chikkajala","562152","Bangalore","Bangalore","Karnataka"
"Gudemaranahalli","562153","Bangalore","Bangalore","Karnataka"
"Jadigenahalli","562154","Bangalore","Bangalore","Karnataka"
"Bettahalsur","562157","Bangalore","Bangalore","Karnataka"
"Bommasandra Industrial Estate","562158","Bangalore","Bangalore","Karnataka"
"Kolar","563101","Kolar","Kolar","Karnataka"
"Kolar Bazar","563101","Kolar","Kolar","Karnataka"
"Kolar Dodpet","563101","Kolar","Kolar","Karnataka"
"Kolar Extension","563101","Kolar","Kolar","Karnataka"
"Kolar Gandhinagar","563101","Kolar","Kolar","Karnataka"
"Kolar Gulpet","563101","Kolar","Kolar","Karnataka"
"Kolar Hospital Circle","563101","Kolar","Kolar","Karnataka"
"Anersonpet","563113","Kolar","Kolar","Karnataka"
"Bangarpet","563114","Kolar","Kolar","Karnataka"
"Bangarpet Bazar","563114","Kolar","Kolar","Karnataka"
"B E M L Nagar","563115","Kolar","Kolar","Karnataka"
"Bemlnagar Colony","563115","Kolar","Kolar","Karnataka"
"Bethamangala","563116","Bangarapet","Kolar","Karnataka"
"Champion Reefs","563117","Kolar","Kolar","Karnataka"
"Coromandel","563118","Kolar","Kolar","Karnataka"
"Marikuppam","563119","Kolar","Kolar","Karnataka"
"V O C Nagar","563119","Kolar","Kolar","Karnataka"
"Oorgaum","563120","Kolar","Kolar","Karnataka"
"Oorgaum East","563120","Kolar","Kolar","Karnataka"
"Oorgaumpet","563121","Kolar","Kolar","Karnataka"
"Robertsonapet Vi Cross","563122","Kolar","Kolar","Karnataka"
"Robertsonpet","563122","Kolar","Kolar","Karnataka"
"Batlahalli","563123","Chintamani","Kolar","Karnataka"
"Chelur","563124","Kolar","Kolar","Karnataka"
"Chintamani","563125","Chintamani","Kolar","Karnataka"
"Chintamani Bazar","563125","Kolar","Kolar","Karnataka"
"Chintamani Market","563125","Kolar","Kolar","Karnataka"
"Dalasnur","563126","Kolar","Kolar","Karnataka"
"Devarayasumudra","563127","Kolar","Kolar","Karnataka"
"Kaiwara","563128","Chintamani","Kolar","Karnataka"
"Kamasamudram","563129","Kolar","Kolar","Karnataka"
"Malur","563130","Malur","Kolar","Karnataka"
"Malur Bazar","563130","Kolar","Kolar","Karnataka"
"Mulbagal","563131","Mulbagal","Kolar","Karnataka"
"Mulbagal Bazar","563131","Kolar","Kolar","Karnataka"
"Mulbagal Someshwara","563131","Kolar","Kolar","Karnataka"
"Palya","563131","Alur","Kolar","Karnataka"
"Nangli","563132","Kolar","Kolar","Karnataka"
"Naraspura","563133","Kolar","Kolar","Karnataka"
"Rayalpadu","563134","Kolar","Kolar","Karnataka"
"Srinivasapura","563135","Bagepalli","Kolar","Karnataka"
"Srinivasapura Bazar","563135","Kolar","Kolar","Karnataka"
"Tayalur","563136","Mulbagal","Kolar","Karnataka"
"Tekal","563137","Malur","Kolar","Karnataka"
"Yeldur","563138","Srinivaspur","Kolar","Karnataka"
"Masthi","563139","Malur","Kolar","Karnataka"
"Alangur","563140","Mulbagal","Kolar","Karnataka"
"Avani","563141","Mulbagal","Kolar","Karnataka"
"Hulkur","563142","Malur","Kolar","Karnataka"
"Mindigal","563143","Chintamani","Kolar","Karnataka"
"Someshwarapalya","563144","Kolar","Kolar","Karnataka"
"Amblical","563145","Kolar","Kolar","Karnataka"
"Murugamala","563146","Kolar","Kolar","Karnataka"
"Budikote","563147","Bangarapet","Kolar","Karnataka"
"Mallanaikanahalli","563148","Dod Ballapur","Kolar","Karnataka"
"Byrakur","563149","Mulbagal","Kolar","Karnataka"
"Kencharlahalli","563150","Chintamani","Kolar","Karnataka"
"Kyalanur","563151","Kolar","Kolar","Karnataka"
"Kurudamale","563152","Mulbagal","Kolar","Karnataka"
"Chilakalanerpu","563153","Chintamani","Kolar","Karnataka"
"Hebbani","563154","Malavalli","Kolar","Karnataka"
"Yenugadale","563156","Kolar","Kolar","Karnataka"
"Vemgal","563157","Kolar","Kolar","Karnataka"
"Chikkatirupathi","563158","Kolar","Kolar","Karnataka"
"Burudugunte","563159","Chintamani","Kolar","Karnataka"
"Pahwadi","565277","Kolar","Kolar","Karnataka"
"Devaraja Mohall","570001","Mysore","Mysore","Karnataka"
"Iringere","570001","Mysore","Mysore","Karnataka"
"K R Circle","570001","Mysore","Mysore","Karnataka"
"K R Mohalla","570001","Mysore","Mysore","Karnataka"
"Kabir Road","570001","Mysore","Mysore","Karnataka"
"Mysore","570001","Mysore","Mysore","Karnataka"
"Mysore Jayalakshmi","570001","Mysore","Mysore","Karnataka"
"Gokula Extn","570002","Mysore","Mysore","Karnataka"
"Sri Krishnarajendra Mills","570002","Mysore","Mysore","Karnataka"
"Chamaraja Puram","570004","Mysore","Mysore","Karnataka"
"Chamundi Extn","570004","Mysore","Mysore","Karnataka"
"Krishnamurthy Puram","570004","Mysore","Mysore","Karnataka"
"Lakshmipuram","570004","Mysore","Mysore","Karnataka"
"Mysore Fort","570004","Mysore","Mysore","Karnataka"
"Nanjundal Circle","570004","Mysore","Mysore","Karnataka"
"Ramanuja Road","570004","Mysore","Mysore","Karnataka"
"Vanivilas Market","570004","Mysore","Mysore","Karnataka"
"Mysore Law Courts","570005","Mysore","Mysore","Karnataka"
"Mysore University","570005","Mysore","Mysore","Karnataka"
"Mysore Vani Vilas Mohalla","570005","Mysore","Mysore","Karnataka"
"Manasagangotri","570006","Mysore","Mysore","Karnataka"
"University Campus","570006","Mysore","Mysore","Karnataka"
"N R Mohalla","570007","Mysore","Mysore","Karnataka"
"Rajendranagar","570007","Mysore","Mysore","Karnataka"
"Asokapuram","570008","Mysore","Mysore","Karnataka"
"Industrial Suburb I Stage","570008","Mysore","Mysore","Karnataka"
"Mysore South","570008","Mysore","Mysore","Karnataka"
"Vidyaranya Puram","570008","Mysore","Mysore","Karnataka"
"Visweswaranagar","570008","Mysore","Mysore","Karnataka"
"Jayanagar","570009","Mysore","Mysore","Karnataka"
"Kantharaje Urs Road","570009","Mysore","Mysore","Karnataka"
"Saraswathipuram","570009","Mysore","Mysore","Karnataka"
"Toachikoppal Extn","570009","Mysore","Mysore","Karnataka"
"Tonachikoppal","570009","Mysore","Mysore","Karnataka"
"Ittigegud","570010","Mysore","Mysore","Karnataka"
"Nazarbad Mohalla","570010","Mysore","Mysore","Karnataka"
"P T C Campus","570010","Mysore","Mysore","Karnataka"
"Administrative Trg Institute","570011","Mysore","Mysore","Karnataka"
"Jyothinagar","570011","Mysore","Mysore","Karnataka"
"Siddarthanagar","570011","Mysore","Mysore","Karnataka"
"Puram Extension","570012","Mysore","Mysore","Karnataka"
"Food Technology","570013","Mysore","Mysore","Karnataka"
"Jayanagar Extn","570014","Mysore","Mysore","Karnataka"
"Jayanagar Extn","570014","Mysore","Mysore","Karnataka"
"New Banimantap Extn","570015","Mysore","Mysore","Karnataka"
"Second Ediga Extn","570015","Mysore","Mysore","Karnataka"
"Metagalli","570016","Mysore","Mysore","Karnataka"
"Metgalli Extn","570016","Mysore","Mysore","Karnataka"
"Hinkal","570017","Mysore","Mysore","Karnataka"
"Chaimundi Betta","570018","Mysore","Mysore","Karnataka"
"Chamundi Betta","570018","Mysore","Mysore","Karnataka"
"Udayagiri Extn","570019","Mysore","Mysore","Karnataka"
"Brindavan Extn","570020","Mysore","Mysore","Karnataka"
"Industrial Estate","570020","Mysore","Mysore","Karnataka"
"Ramakrishna Vidya Shala","570020","Mysore","Mysore","Karnataka"
"Yadavagiri","570020","Mysore","Mysore","Karnataka"
"Mandi Mohalla","570021","Mysore","Mysore","Karnataka"
"Tilak Nagar","570021","Mysore","Mysore","Karnataka"
"M.R.Mohalla","570024","Mysore","Mysore","Karnataka"
"Bannur","571101","Bannur","Mysore","Karnataka"
"Bettadapura","571102","Arsikere","Mysore","Karnataka"
"Bilikere","571103","Channarayapatna","Mysore","Karnataka"
"Byalakuppe","571104","Mysore","Mysore","Karnataka"
"Hunsur","571105","Hunsur","Mysore","Karnataka"
"Hunsur Bridge","571105","Mysore","Mysore","Karnataka"
"Periyapatna","571107","Mysore","Mysore","Karnataka"
"Ravandur","571108","Piriyapatna","Mysore","Karnataka"
"Begur","571109","Bangalore North","Mysore","Karnataka"
"Gargeshwari","571110","Mysore","Mysore","Karnataka"
"Aldur","571111","Chamarajanagar","Chamarajanagar","Karnataka"
"Gundlupet","571111","Gundlupet","Mysore","Karnataka"
"Gundlupet Bazar","571111","Mysore","Mysore","Karnataka"
"H D Kote","571114","Mysore","Mysore","Karnataka"
"Santemarahalli","571115","Mysore","Mysore","Karnataka"
"Kagalyadi","571117","Mysore","Mysore","Karnataka"
"Kalale","571118","Heggadadevankote","Mysore","Karnataka"
"Tagadur","571119","Channarayapatna","Mysore","Karnataka"
"Old Sosale","571120","Mysore","Mysore","Karnataka"
"Saragur","571121","Heggadadevankote","Mysore","Karnataka"
"Talkod","571122","Mysore","Mysore","Karnataka"
"Tirukanambi","571123","Mysore","Mysore","Karnataka"
"T Narsipur","571124","Mysore","Mysore","Karnataka"
"Hamapapura","571125","Mysore","Mysore","Karnataka"
"Hangala","571126","Bangarapet","Mysore","Karnataka"
"Hardanahalli","571127","Mysore","Mysore","Karnataka"
"Harve","571128","Mysore","Mysore","Karnataka"
"Yelwal","571130","Mysore","Mysore","Karnataka"
"Rangapura","571131","Arkalgud","Mysore","Karnataka"
"Bannikuppe","571132","Chik Ballapur","Mysore","Karnataka"
"Chilakunda","571133","Mysore","Mysore","Karnataka"
"Kattemalavadi","571134","Mysore","Mysore","Karnataka"
"Murkal","571135","Mysore","Mysore","Karnataka"
"Kampla Pura","571136","Mysore","Mysore","Karnataka"
"Turaganur","571137","Mysore","Mysore","Karnataka"
"Makode","571138","Mysore","Mysore","Karnataka"
"Kittoor","571139","Mysore","Mysore","Karnataka"
"Dhanagalli","571140","Mysore","Mysore","Karnataka"
"Kotekere","571141","Gundlupet","Mysore","Karnataka"
"Thondavadi","571142","Gundlupet","Mysore","Karnataka"
"Varakodu","571143","Mysore","Mysore","Karnataka"
"Shivapura","571144","Arsikere","Mysore","Karnataka"
"Amachavadi","571145","Chamarajanagar","Chamarajanagar","Karnataka"
"Bisalavadi","571146","Chamarajanagar","Chamarajanagar","Karnataka"
"Venkatainachatra","571147","Mysore","Mysore","Karnataka"
"Hebbalaguppe","571148","Heggadadevankote","Mysore","Karnataka"
"Naganahalli","571149","Arkalgud","Mysore","Karnataka"
"Thumbasoge","571150","Heggadadevankote","Mysore","Karnataka"
"Alur","571151","Aland","Mysore","Karnataka"
"Hebbasuru","571152","Mysore","Mysore","Karnataka"
"Jothigowdanapura","571153","Mysore","Mysore","Karnataka"
"Kudlur","571154","Mysore","Mysore","Karnataka"
"Nagavalli","571155","Mysore","Mysore","Karnataka"
"Honganur Nanjangud","571156","Mysore","Mysore","Karnataka"
"Kottalavadi","571157","Mysore","Mysore","Karnataka"
"Bilugali","571158","Heggadadevankote","Mysore","Karnataka"
"Suttur","571159","Mysore","Mysore","Karnataka"
"Binakanahalli","571160","Tirumakudal Narsipur","Mysore","Karnataka"
"Doddahibhagllu","571161","Mysore","Mysore","Karnataka"
"Horalahalli","571162","Tirumakudal Narsipur","Mysore","Karnataka"
"Hundi","571163","Mysore","Mysore","Karnataka"
"Somanathapura","571164","Mysore","Mysore","Karnataka"
"Mangala","571165","Chamarajanagar","Chamarajanagar","Karnataka"
"Kabini Colony","571166","Mysore","Mysore","Karnataka"
"Kestur","571166","Mysore","Mysore","Karnataka"
"Devanur","571167","Mysore","Mysore","Karnataka"
"Hosa Alagodu","571168","Mysore","Mysore","Karnataka"
"Muguru","571169","Sorab","Mysore","Karnataka"
"Kempanapura","571170","Chamarajanagar","Chamarajanagar","Karnataka"
"Saragur","571171","Mysore","Mysore","Karnataka"
"Ramanahalli","571172","Alur","Mysore","Karnataka"
"Kodagalli","571173","Mysore","Mysore","Karnataka"
"Ganaganur","571174","Chamarajanagar","Chamarajanagar","Karnataka"
"Kestur","571175","Mysore","Mysore","Karnataka"
"Seehalli","571176","Mysore","Mysore","Karnataka"
"Bheemnabeedu","571177","Mysore","Mysore","Karnataka"
"Chandakavadi","571178","Chamarajanagar","Chamarajanagar","Karnataka"
"Heggur","571180","Bilgi","Mysore","Karnataka"
"Balanahalli","571181","Mysore","Mysore","Karnataka"
"Coimbatore Colony","571182","Mysore","Mysore","Karnataka"
"Harohalli","571183","Mysore","Mysore","Karnataka"
"Kaveripura","571184","Mysore","Mysore","Karnataka"
"Byrapura","571185","Alur","Mysore","Karnataka"
"Kanagal","571187","Hunsur","Mysore","Karnataka"
"Gurupupura","571188","Mysore","Mysore","Karnataka"
"Ratnapuri Colony","571189","Mysore","Mysore","Karnataka"
"Madikeri","571201","Madikeri","Koduru","Karnataka"
"Madikeri Fort","571201","Koduru","Koduru","Karnataka"
"Ammathi","571211","Virajpet","Koduru","Karnataka"
"Cheyandane","571212","Koduru","Koduru","Karnataka"
"Gonikoppal","571213","Gonikoppal","Koduru","Karnataka"
"Napoklu","571214","Madikeri","Koduru","Karnataka"
"Pollibetta","571215","Koduru","Koduru","Karnataka"
"Ponampet","571216","Koduru","Koduru","Karnataka"
"Srimangala","571217","Koduru","Koduru","Karnataka"
"Virajpet","571218","Virajpet","Koduru","Karnataka"
"Balele","571219","Virajpet","Koduru","Karnataka"
"Devarapura","571220","Alur","Koduru","Karnataka"
"Makut","571221","Koduru","Koduru","Karnataka"
"Kaikeri","571222","Virajpet","Koduru","Karnataka"
"Harangi Project","571223","Koduru","Koduru","Karnataka"
"Kodipet","571231","Koduru","Koduru","Karnataka"
"Kudige","571232","Somvarpet","Koduru","Karnataka"
"Kushalnagar","571234","Kushalnagar","Koduru","Karnataka"
"Shanivarsarthe","571235","Koduru","Koduru","Karnataka"
"Somwarpet","571236","Koduru","Koduru","Karnataka"
"Suntikoppa","571237","Koduru","Koduru","Karnataka"
"Attur Nallur","571238","Somvarpet","Koduru","Karnataka"
"Hardur","571239","Koduru","Koduru","Karnataka"
"Hebbale","571240","Arkalgud","Koduru","Karnataka"
"Hosur","571241","Krishnarajpet","Koduru","Karnataka"
"Kanbile","571242","Koduru","Koduru","Karnataka"
"Kodagarahalli","571243","Koduru","Koduru","Karnataka"
"Sirangala","571244","Somvarpet","Koduru","Karnataka"
"Guddehosur","571245","Koduru","Koduru","Karnataka"
"Nanjaraja Patna","571246","Mysore","Mysore","Karnataka"
"Bagamandala","571247","Koduru","Koduru","Karnataka"
"Chettalli","571248","Koduru","Koduru","Karnataka"
"Hudikere","571249","Koduru","Koduru","Karnataka"
"Kutta","571250","Virajpet","Koduru","Karnataka"
"Madapura","571251","Arkalgud","Koduru","Karnataka"
"Murnad","571252","Koduru","Koduru","Karnataka"
"Sidapur","571253","Koduru","Koduru","Karnataka"
"Chendiye","571254","Koduru","Koduru","Karnataka"
"Thirthimathi","571254","Koduru","Koduru","Karnataka"
"Bettageri","571255","Madikeri","Koduru","Karnataka"
"Boikere","571256","Koduru","Koduru","Karnataka"
"Chermbane","571257","Koduru","Koduru","Karnataka"
"Nagarhole","571258","Koduru","Koduru","Karnataka"
"Kudumangalore","571259","Somvarpet","Koduru","Karnataka"
"Koynad","571260","Mandya","Mandya","Karnataka"
"Maragodu","571261","Madikeri","Koduru","Karnataka"
"Birunani","571262","Koduru","Koduru","Karnataka"
"Balagunda","571263","Somvarpet","Koduru","Karnataka"
"Belagula R S","571263","Koduru","Koduru","Karnataka"
"Karadigodu","571264","Virajpet","Mysore","Karnataka"
"Benbalur","571265","Koduru","Koduru","Karnataka"
"Badaga","571266","Heggadadevankote","Koduru","Karnataka"
"Hosur","571267","Krishnarajpet","Koduru","Karnataka"
"Nokya","571268","Virajpet","Koduru","Karnataka"
"Uluguli","571269","Koduru","Koduru","Karnataka"
"Andagove","571270","Somvarpet","Koduru","Karnataka"
"Mekur Hoskeri","571271","Koduru","Koduru","Karnataka"
"Channarayapatna","571272","Devanahalli","Koduru","Karnataka"
"Channayanakote","571272","Koduru","Koduru","Karnataka"
"Badagabanangala","571273","Virajpet","Koduru","Karnataka"
"Nanjangud","571301","Nanjangud","Mysore","Karnataka"
"Sujatha Puram","571301","Mysore","Mysore","Karnataka"
"Nanjangud Bazar","571302","Mysore","Mysore","Karnataka"
"Kadakola","571311","Mysore","Mysore","Karnataka"
"Kavalande","571312","Mysore","Mysore","Karnataka"
"Chamaraj Nagar Extn","571313","Mysore","Mysore","Karnataka"
"Chamaraja Nagar","571313","Mysore","Mysore","Karnataka"
"Ramasamudra","571313","Yadgir","Mysore","Karnataka"
"Hullahalli","571314","Alur","Mysore","Karnataka"
"Hura","571315","Heggadadevankote","Mysore","Karnataka"
"Hutti","571315","Mysore","Mysore","Karnataka"
"Kuderu","571316","Chamarajanagar","Chamarajanagar","Karnataka"
"Hills","571317","Mysore","Mysore","Karnataka"
"Bandipura","571318","Gundlupet","Mysore","Karnataka"
"Kabbahali","571319","Mysore","Mysore","Karnataka"
"Cowdalli","571320","Kollegal","Mysore","Karnataka"
"Udbur","571321","Mysore","Mysore","Karnataka"
"Doora","571322","Mysore","Mysore","Karnataka"
"Kempisiddanahundi","571323","Mysore","Mysore","Karnataka"
"Sarvamanyahosakote","571324","Mysore","Mysore","Karnataka"
"Tandavapura","571325","Mysore","Mysore","Karnataka"
"Vidya Peetha","571326","Mysore","Mysore","Karnataka"
"Badanaguppe","571327","Chamarajanagar","Chamarajanagar","Karnataka"
"Somwarpet","571328","Mysore","Mysore","Karnataka"
"Udigala","571329","Mangalore","Dak. Kannada","Karnataka"
"Rangasamudra","571330","Pavagada","Koduru","Karnataka"
"Hedathale","571331","Heggadadevankote","Mysore","Karnataka"
"Nerale","571332","Heggadadevankote","Mysore","Karnataka"
"Ummattur","571333","Mysore","Mysore","Karnataka"
"Hadinaru","571334","Heggadadevankote","Mysore","Karnataka"
"Yedakola","571335","Mysore","Mysore","Karnataka"
"Heggadahalli","571336","Gundlupet","Mysore","Karnataka"
"Hemmaragala","571337","Heggadadevankote","Mysore","Karnataka"
"Ramapura","571339","Mysore","Mysore","Karnataka"
"Kotegeyedathore","571340","Mysore","Mysore","Karnataka"
"Doddarayapete","571341","Mysore","Mysore","Karnataka"
"Mandya","571401","Mandya","Mandya","Karnataka"
"Mandya Agrahara","571401","Mandya","Mandya","Karnataka"
"Mandya Ashoknagar","571401","Mandya","Mandya","Karnataka"
"Mandya Azadnagar","571401","Mandya","Mandya","Karnataka"
"Mandya Bazar","571401","Mandya","Mandya","Karnataka"
"Mandya Bus Stand","571401","Mandya","Mandya","Karnataka"
"Mandya District Office","571401","Mandya","Mandya","Karnataka"
"Mandya Gandhinagar","571401","Mandya","Mandya","Karnataka"
