original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_AAI_162558_1,Tender,CONCESSION TO DESIGN FIT-OUT FINANCE DEVELOP MARKET OPERATE MAINTAIN AND MANAGE THE FOOD AND BEVERAGE OUTLETS,CONCESSION TO DESIGN FIT-OUT FINANCE DEVELOP MARKET OPERATE MAINTAIN AND MANAGE THE FOOD AND BEVERAGE OUTLETS AT TRICHY INTERNATIONAL AIRPORT,SERVICES,"O/o Airport Director, AAI, Trichy Airport.",620007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S8SN40omoqa5xtbq2JFFAGQ%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162559_1,Tender,CONCESSION TO DESIGN FIT-OUT FINANCE DEVELOP MARKET OPERATE MAINTAIN AND MANAGE THE RETAIL OUTLETS,CONCESSION TO DESIGN FIT-OUT FINANCE DEVELOP MARKET OPERATE MAINTAIN AND MANAGE THE RETAIL OUTLETS,SERVICES,"O/o Airport Director, AAI, Trichy.",620007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sb8Z13RfF0Zb4ds1SG1QJXw%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_161286_1,Tender,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,Udaipur,"O/o ED Engg-NR
Rajiv Gandhi Bhawan, Safdarjung Airport, New Delhi",313022,Open Tender,"5,55,33,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SiSs4PlLw03b7bVqViEFwbQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Buildings,Airport Terminal building,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_156916_1,,Currency,US Dollar,,"Executive Director (CNS-Planning)-I
Airports Authority of India
Rajiv Gandhi Bhawan, Safdarjung Airport,
New Delhi - 110 003",,Global Tenders,Australian Dollar,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FFaV6yfta7zYEjs%2FvlmcFg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_155579_1,Tender,"Master Planning for Commercial Development on City-Side of Dholera International Airport, Dholera, District Ahmedabad","Master Planning for Commercial Development on City-Side of Dholera International Airport, Dholera, District Ahmedabad",GANDHINAGAR,"Dholera International Airport Company Limited (DIACL), 3rd Floor, A2 Wing, Block    No. 1, Karmayogi Bhavan, Sector 10-A, Gandhinagar, Gujarat-382010",382010,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Su%2F5S4umwY4w1GyibmHp8JA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Consultancy,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_APCPL_152940_3,Tender,500KVA Compact Substations for Ash Dyke Area,500KVA Compact Substations for Ash Dyke Area,IGSTPP,APCPL Jharli Jhajjar Haryana 124141,124141,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SSt%2BjpRdd628jVvVgVFckYg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_APCPL_166295_1,,31-Aug-2023 06:00 PM,31-Aug-2023 06:20 PM,,APCPL IGSTPP JHARLI JHAJJAR HARYANA,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0%2FYDukRbtu05S9HM1p6QQQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '31-Aug-2023 06:00 PM', 'bid_opening_date': '05-Oct-2023 03:00 PM', 'submission_start_date': '31-Aug-2023 06:30 PM', 'submission_end_date': '04-Oct-2023 03:00 PM'}"
2023_APCPL_166131_1,,30-Aug-2023 01:30 PM,30-Aug-2023 02:00 PM,,APCPL,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sa9TRbmr9385AePsm5BLTdA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '30-Aug-2023 01:30 PM', 'bid_opening_date': '08-Sep-2023 03:00 PM', 'submission_start_date': '30-Aug-2023 03:00 PM', 'submission_end_date': '07-Sep-2023 03:00 PM'}"
2023_APCPL_166097_1,,30-Aug-2023 12:00 PM,30-Aug-2023 12:00 PM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ScpChDTdVwxkt2GD3wkcuYQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '30-Aug-2023 12:00 PM', 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': '30-Aug-2023 02:00 PM', 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_166090_1,Tender,C Type Bearing,C Type Bearing,APCPL IGSTPP JHARLI,APCPL IGSTPP JHARLI JHAJJAR HARYANA,124141,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SqVtNCAhtzv2m9r6m1SF3SA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_166088_1,,30-Aug-2023 11:15 AM,30-Aug-2023 11:15 AM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjunPmnKGp3kbcMwIqrSwHQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '30-Aug-2023 11:15 AM', 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': '30-Aug-2023 12:00 PM', 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_166085_1,,30-Aug-2023 11:00 AM,30-Aug-2023 11:30 AM,,APCPL IGSTPP JHARLI JHAJJAR HARYANA,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXS%2Fcm0dMHB%2BvLozL4NKTfg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '30-Aug-2023 11:00 AM', 'bid_opening_date': '08-Sep-2023 03:00 PM', 'submission_start_date': '30-Aug-2023 03:00 PM', 'submission_end_date': '07-Sep-2023 03:00 PM'}"
2023_APCPL_166075_1,,29-Aug-2023 06:10 PM,29-Aug-2023 06:30 PM,,APCPL IGSTPP JHARLI JHAJJAR HARYANA,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5QXnLHGZKNrIGlrMkYVKBw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '29-Aug-2023 06:10 PM', 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': '29-Aug-2023 06:40 PM', 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_165876_1,Tender,AMC along with RE for LAN Network,"AMC along with RE for LAN Network at IGSTPP, Jharli, Jhajjar, Haryana",IGSTPP,IGSTPP,124141,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXZzVEvFMlmOGXPe6mlcvgA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Info. Tech. Services,NA,"{'published_date': None, 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_165239_1,,25-Aug-2023 01:00 PM,25-Aug-2023 01:30 PM,,APCPL Jharli Jhajjar Haryana,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SwvTx9sJOHHQT%2FF6MP4S3Zw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '25-Aug-2023 01:00 PM', 'bid_opening_date': '12-Sep-2023 03:00 PM', 'submission_start_date': '25-Aug-2023 02:00 PM', 'submission_end_date': '11-Sep-2023 03:00 PM'}"
2023_APCPL_165671_1,,25-Aug-2023 12:00 PM,25-Aug-2023 01:00 PM,,IGSTPP Jharli Jhajjar Haryana,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SNzuTeSsZ0KT0FtAQe%2FxMiQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '25-Aug-2023 12:00 PM', 'bid_opening_date': '15-Sep-2023 03:00 PM', 'submission_start_date': '25-Aug-2023 02:00 PM', 'submission_end_date': '14-Sep-2023 03:00 PM'}"
2023_APCPL_165511_1,Tender,"Mechanical Maintenance Contract for Dry Ash Handling System of 3x500 MW Units at IGSTPP, Jharli, Jhajjar (Haryana)","Mechanical Maintenance Contract for Dry Ash Handling System of 3x500 MW Units at IGSTPP, Jharli, Jhajjar (Haryana)",IGSTPP Jharli,IGSTPP Jharli,124141,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKyErE7aUNrfowevoE8UNHg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,AMC/ Maintenance Contracts,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '14-Sep-2023 03:00 PM'}"
2023_APCPL_165509_1,Tender,BUNKER GRILLS,BUNKER GRILLS,IGSTPP,APCPL Jharli Jhajjar Haryana 124141,124141,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SpFu9cyO%2Bf%2FoO6pZJAaHDSQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Goods,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '14-Sep-2023 03:00 PM'}"
2023_APCPL_165510_1,,24-Aug-2023 11:00 AM,24-Aug-2023 12:00 PM,,APCPL IGSTPP JHARLI JHAJJAR HARYANA,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2F4Q07sX4Fu0vE%2FcsnWHOng%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '24-Aug-2023 11:00 AM', 'bid_opening_date': '08-Sep-2023 03:00 PM', 'submission_start_date': '24-Aug-2023 01:00 PM', 'submission_end_date': '07-Sep-2023 03:00 PM'}"
2023_APCPL_165375_1,,23-Aug-2023 06:00 PM,23-Aug-2023 06:00 PM,,IGSTPP Jharli,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SM1UYrSYhip%2BQw2%2BguYXrcQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '23-Aug-2023 06:00 PM', 'bid_opening_date': '07-Sep-2023 03:00 PM', 'submission_start_date': '23-Aug-2023 06:00 PM', 'submission_end_date': '06-Sep-2023 03:00 PM'}"
2023_APCPL_165320_1,,22-Aug-2023 05:45 PM,22-Aug-2023 05:50 PM,,APCPL IGSTPP JHARLI JHAJJAR HARYANA,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1%2BXWp%2FV2JhQbaMcWA8my2A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '22-Aug-2023 05:45 PM', 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': '22-Aug-2023 06:00 PM', 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_162370_2,,21-Aug-2023 01:00 PM,21-Aug-2023 01:00 PM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHMVjmXG%2FhUYJirwFps9w3Q%3D%3D,,,,"{'published_date': '21-Aug-2023 01:00 PM', 'bid_opening_date': '05-Sep-2023 03:00 PM', 'submission_start_date': '21-Aug-2023 03:00 PM', 'submission_end_date': '04-Sep-2023 03:00 PM'}"
2023_APCPL_165047_1,,19-Aug-2023 01:00 PM,19-Aug-2023 01:00 PM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxVugshRHQR17RLAuIR6tVg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '19-Aug-2023 01:00 PM', 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': '19-Aug-2023 03:00 PM', 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_165025_1,,19-Aug-2023 12:00 PM,19-Aug-2023 12:00 PM,,JHARLI JHAJJAR HARYANA 124141,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SsQ3Gdi6mUjI5LL321SjmVw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '19-Aug-2023 12:00 PM', 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': '19-Sep-2023 06:26 AM', 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_165018_1,,19-Aug-2023 11:00 AM,19-Aug-2023 11:00 AM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeD3waeVImogWSASaJDFm%2BQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '19-Aug-2023 11:00 AM', 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': '19-Aug-2023 12:00 PM', 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_164944_1,,18-Aug-2023 05:00 PM,18-Aug-2023 05:30 PM,,IGSTPP Jharli Jhajjar Haryana,,Single,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SbxAudlFRR%2F9%2BX3eVicWcGw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 05:00 PM', 'bid_opening_date': '06-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 06:00 PM', 'submission_end_date': '05-Sep-2023 03:00 PM'}"
2023_APCPL_160346_2,,18-Aug-2023 05:00 PM,18-Aug-2023 05:30 PM,,IGSTPP Jharli Jhajjar Haryana 124141,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SimkbBOh058GszD21Kppnhg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 05:00 PM', 'bid_opening_date': '07-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 06:00 PM', 'submission_end_date': '06-Sep-2023 03:00 PM'}"
2023_APCPL_157485_3,,18-Aug-2023 04:00 PM,18-Aug-2023 04:00 PM,,APCPL JHARLI JHAJJAR HARYANA 124141,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SC2DUpFyfrUrQ1EFSWcqFFw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 04:00 PM', 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 06:00 PM', 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_164841_1,Tender,Rate Contract for Overhauling work of Rotary Machine Area Equipments PAPH and,"Rate Contract for Overhauling work of Rotary Machine Area Equipments PAPH and 
SAPH of 2X500 MW Units at IGSTPP, Jharli, Jhajjar Haryana.",IGSTPP,IGSTPP,124141,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3VtDXpmPksTz3oP6YdxPiA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '09-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 03:00 PM'}"
2023_APCPL_159901_1,,18-Aug-2023 12:00 PM,18-Aug-2023 01:00 PM,,IGSTPP Jharli Jhajjar Haryana,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1RkYhmKMGA3RAhol%2B3YTUg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '18-Aug-2023 12:00 PM', 'bid_opening_date': '08-Sep-2023 03:00 PM', 'submission_start_date': '18-Aug-2023 02:00 PM', 'submission_end_date': '07-Sep-2023 03:00 PM'}"
2023_APCPL_164767_1,,17-Aug-2023 05:00 PM,17-Aug-2023 05:30 PM,,APCPL Jharli Jhajjar Haryana,,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Szq1xThK976vpKWVnVkz4Bg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '17-Aug-2023 05:00 PM', 'bid_opening_date': '08-Sep-2023 03:00 PM', 'submission_start_date': '17-Aug-2023 06:00 PM', 'submission_end_date': '07-Sep-2023 03:00 PM'}"
